TITLE,URL,ARCHIVE,SUBJECT,SENDER/RECEIVER,YEAR,POSITION
王文韶致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/oagi8ns8jj7vvapt&dataType=2,SD029127-33,学堂 延茂,王文韶 ,1896,直隶总督
饶应祺致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/v6am47o51hfr58e6&dataType=2,SD060888-3,工程 挪用公款 新疆 电报局 礼和洋行, 饶应祺,1896,甘肃新疆巡抚
张汝梅致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hcsrxme1qgdab42y&dataType=2,SD025586-1,奖赏 履历 捐官 捐赈 直隶,张汝梅 ,1895,陕西布政使
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/19vu1vnitoi68wwt&dataType=2,SD057641-73,中日甲午战争 枪 沈能虎 物价 礼和,吴大澂 ,1895,湖南巡抚
王文韶致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yvztexsiofw3x7qw&dataType=2,SD057641-84,中日甲午战争 德州 济宁直隶州,王文韶 ,1895,直隶总督
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ter8l4q9kcdoacts&dataType=2,SD057641-83,中日甲午战争 李毓森 杨廷杲, 袁世凯,1895,
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kycie4hzdw9ppmf3&dataType=2,SD057641-97,中日甲午战争 军用车辆 唐沅圃 地图 奉天府,吴大澂 ,1895,湖南巡抚
唐绍仪、[李毓森]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wjp28bvoilyhzz6h&dataType=2,SD056557-14,唐绍仪 外邦关系 日本 英国 袁世凯,[李毓森] 唐绍仪 ,1894,
日本电报督办复盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/iibr2jd4spg6w1e5&dataType=2,SD068143,北京 台湾 日本 电报局 电线, ,1895,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/p4fyfgm8amfwceow&dataType=2,SD056557-3,丁汝昌 军事 日本 朝鲜 汉城, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/adwz7uuy8943ieo7&dataType=2,SD056557-6,外邦关系 日本 韩国 韩若华, 袁世凯,1894,
邵友濂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/g13ep1qvg7ipjxne&dataType=2,SD057634-52,中日甲午战争 军船 北洋水师 日本 朝鲜, 邵友濂,1894,台湾巡抚
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ic6gw8bog9roz4pl&dataType=2,SD056558-14,日本 李鸿章 汉城 牙山 聂士成, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ylj7x47i9115ssfq&dataType=2,SD056558-18,军事 日本, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kturbq6luu8hrqxg&dataType=2,SD056558-20,军事 外邦关系 日本 李鸿章, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/toodc3yeligg26ao&dataType=2,SD056558-26,外邦关系 袁世凯 韩国, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pn86tpknndn54wrw&dataType=2,SD056558-3,俄国 军事 外邦关系 日本 李鸿章, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zqzji3lra94d3f4q&dataType=2,SD056558-4,外邦关系 日本 汉城, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/44rdr9lnuh7p7t3u&dataType=2,SD056558-8,军事 外邦关系 日本 韩国, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pxqnjznct1okfynf&dataType=2,SD056645-1,军事 外邦关系 日本 韩国, 袁世凯,1894,
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/oj7yzck1di924xdh&dataType=2,SD056691-2,宋庆 平壤 聂士成,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/j4f3a8orhlnrq136&dataType=2,SD057508,军事 军饷经费 日本 榆关 营口厅,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/3jrl8tvshqxjtrmd&dataType=2,SD057634-169,中日甲午战争 人事 周馥,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ia3bksullquw6gyf&dataType=2,SD057634-191,军船 叶志超 天津府 日本 牙山,周馥 ,1894,直隶按察使
李瀚章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pu9p25ghqu773ulp&dataType=2,SD057634-83,中日甲午战争 公务 军事,李瀚章 ,1894,广东巡抚
邵友濂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fobs8rq9gkq8pyez&dataType=2,SD057635-259,中日甲午战争 军船 威海, 邵友濂,1894,台湾巡抚
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zrwxpr75hlsyh5qq&dataType=2,SD057634-96,中日甲午战争 京师 李鸿章,张之洞 ,1894,湖广总督
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hag6h697o7ch3xai&dataType=2,SD057635-21,中日甲午战争 李鸿章 牙山,张之洞 ,1894,湖广总督
福润致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ci7cj27pvibvpiw7&dataType=2,SD057635-265,中日甲午战争 李鸿章 烟台 电报局 电线, 福润,1894,山东巡抚
王汝霖致周馥、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/y8rw7rmsybchf13e&dataType=2,SD057635-280,中日甲午战争 军械 军饷经费 海军,王汝霖 ,1894,
叶志超致周馥、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kt5v4tswkacrw4ws&dataType=2,SD057636-103,北塘 卫汝贵 吴添培 学生 日本,叶志超 ,1894,
王之春致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qzgfw8nwup84iadd&dataType=2,SD057635-282,中日甲午战争 军事 军械 广东,王之春 ,1894,湖北布政使
叶志超致周馥、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/e2k4iuy8i4ive5vl&dataType=2,SD057636-119,中日甲午战争 朝鲜 李鸿章 粮食 袁世凯,叶志超 ,1894,
奎俊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wjmd2q4u3irc6sta&dataType=2,SD057636-11,中日甲午战争 日本 电报,奎俊 ,1894,江苏巡抚
胡聘之致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/rwppn6kzxt764tlv&dataType=2,SD057636-128,中日甲午战争 军械 枪, 胡聘之,1894,山西布政使
张汝梅致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/togmzfdopff5x1sz&dataType=2,SD057636-17,中日甲午战争 大同镇 练军 马,张汝梅 ,1894,山西按察使
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/65vwdkp658t7sbvg&dataType=2,SD057636-13,中日甲午战争 俄国 军需 卫汝贵 威海,张之洞 ,1894,湖广总督
鹿传霖致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/adjymdip2m9rltn9&dataType=2,SD057636-2,中日甲午战争 平壤 日本 李鸿章 马, 鹿传霖,1894,陕西巡抚
张汝梅致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/gj7mxv4xiasnb7u4&dataType=2,SD057636-25,中日甲午战争 刘铭传 平壤,张汝梅 ,1894,山西按察使
王之春致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7e3ppora78rallqf&dataType=2,SD057636-23,中日甲午战争 招募 法国 湘军,王之春 ,1894,湖北布政使
左宝贵致周馥、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/4chuw5l1ixc3wiuz&dataType=2,SD057636-37,中日甲午战争 卫汝贵 叶志超 平壤 李鸿章,左宝贵 ,1894,
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6v693t4t9wdq7zrf&dataType=2,SD057636-39,中日甲午战争 刘锦棠 死亡,吴大澂 ,1894,湖南巡抚
李瀚章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jpjyazj2kb7679h1&dataType=2,SD057636-48,中日甲午战争 军械 广东 李经芳 枪,李瀚章 ,1894,广东巡抚
鹿传霖致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zxmnmsn9d5d5jd8v&dataType=2,SD057636-70,中日甲午战争 叶志超 山西 李鸿章 湖北, 鹿传霖,1894,陕西巡抚
左宝贵致周馥、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jv9mwme3k6d65zd9&dataType=2,SD057636-75,中日甲午战争 叶志超 聂士成,左宝贵 ,1894,
张汝梅致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/t1czdrq7ftj3dq49&dataType=2,SD057636-79,中日甲午战争 吴大澂 袁世凯 袁得胜,张汝梅 ,1894,山西按察使
张汝梅致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/udfl75ou2e3u4ufc&dataType=2,SD057636-82,中日甲午战争 荣禄 陕西,张汝梅 ,1894,山西按察使
邵友濂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/91uw3bfybdguloia&dataType=2,SD057635-147,日本 朝鲜 枪 物价 电报, 邵友濂,1894,台湾巡抚
恽祖翼致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kbkyy81rj5f2i342&dataType=2,SD057635-148,中日甲午战争 公务,恽祖翼 ,1894,
邵友濂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dzcf6hfdl8gb4poq&dataType=2,SD057635-182,中日甲午战争 合同 学生 李瀚章 枪, 邵友濂,1894,台湾巡抚
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/s1q6c6aqig1go37w&dataType=2,SD057635-162,中日甲午战争 叶志超 唐绍仪 朝鲜 海军,张之洞 ,1894,湖广总督
裕禄致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/towdwtlx8wao11j8&dataType=2,SD057635-184,中日甲午战争 九连城 依克唐阿 台湾 平壤, 裕禄,1894,盛京将军
福润致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hjo25vbjswsmy47x&dataType=2,SD057635-195,中日甲午战争 安徽 招募 李鸿章 济宁府, 福润,1894,山东巡抚
恽祖翼致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5oyp5q9n5ulysywj&dataType=2,SD057635-208,中日甲午战争 天津府 张之洞 淮军,恽祖翼 ,1894,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/r9vern549l2b4hcl&dataType=2,SD057635-204,中日甲午战争 吴凤柱 天津府 宋德鸿 恽祖翼,张之洞 ,1894,湖广总督
王之春致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7aqwekleltzbaxro&dataType=2,SD057635-205,中日甲午战争 山海关 张之洞 李鸿章 湖北,王之春 ,1894,湖北布政使
左宝贵致周馥、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/z1mf9ko621uheyep&dataType=2,SD057635-210A,依克唐阿 大同江 日本 李鸿章 杨建胜,左宝贵 ,1894,
鹿传霖致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/x4jerw1rkhdkk5ws&dataType=2,SD057635-51,中日甲午战争 军事 西安府, 鹿传霖,1894,陕西巡抚
洪熙、鋹致盛宣怀、[吴大澂]电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/mryb7eb5ip37bfcw&dataType=2,SD057635-57,什物 营口厅 运输,洪熙 鋹,1894,
邵友濂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pww715y1shwj11tf&dataType=2,SD057635-64,中日甲午战争 总理各国事务衙门 日本 李鸿章, 邵友濂,1894,台湾巡抚
裕长致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/78hqaf2u5xsm642y&dataType=2,SD057636-153,中日甲午战争 公务 王抚宁, 裕长,1894,直隶布政使
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hv3qqgcwgtxgctr5&dataType=2,SD057636-148,中日甲午战争 吴大澂 威海 平壤 招募,张之洞 ,1894,湖广总督
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/swhg4uz28ea9ekfu&dataType=2,SD057636-152,中日甲午战争 叶志超,周馥 ,1894,直隶按察使
裕禄致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/s8di5ymt9y2uzab4&dataType=2,SD057637-84,中日甲午战争 依克唐阿 日本 电报 铭军, 裕禄,1894,盛京将军
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5nmyoctmziphjxfh&dataType=2,SD057636-154,中日甲午战争 叶志超 土药局 旅顺 湘军,周馥 ,1894,直隶按察使
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2xoq4awocrheuzwq&dataType=2,SD057636-176,中日甲午战争 军需 招募 日本 朝鲜,张之洞 ,1894,湖广总督
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tf8ta2fpkrd24xks&dataType=2,SD057636-177,叶志超 天津府 朝鲜 榆关 章程,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/vry7i751bzkbvksx&dataType=2,SD057636-182,凤凰城 平壤 广东 招商 朝鲜,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/clsxjqrmzpak9ldj&dataType=2,SD057636-187,中日甲午战争 宝直局 铅 铸币,周馥 ,1894,直隶按察使
张之洞致李鸿章、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ps46u7z3d6a3jgwb&dataType=2,SD057636-198,吴大澂 戴宗骞 日本 烟台 祝嘏,张之洞 ,1894,湖广总督
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kj59emgrjmsiyskv&dataType=2,SD057636-208,军需 运输 采办,张之洞 ,1894,湖广总督
周馥致盛宣怀、袁世凯电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zutbw925uzmt7rbz&dataType=2,SD057636-211,中日甲午战争 宝直局 平壤 朝鲜 铜,周馥 ,1894,直隶按察使
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fucte4lt7aygsb3r&dataType=2,SD057636-225,中日甲午战争 吴凤柱 李鸿章 魏光焘,张之洞 ,1894,湖广总督
周馥、袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/l4fygkmzt44ya4j7&dataType=2,SD057637-57,中日甲午战争 叶志超 聂士成 锦州府,周馥 袁世凯,1894,直隶按察使
鹿传霖致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fmefdjngp3aeas2w&dataType=2,SD057637-176,中日甲午战争 吴大澂 安州 平壤 日本, 鹿传霖,1894,陕西巡抚
恽祖翼致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7u1pjg4fjoxoqifq&dataType=2,SD057638-1,中日甲午战争 广利 江阴县,恽祖翼 ,1894,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pwg9wgihg6nvsaiq&dataType=2,SD057637-182,中日甲午战争 招募 旅顺 日本 铭军,张之洞 ,1894,湖广总督
袁世凯、周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zedkq9mukn6jm3yw&dataType=2,SD057637-196,中日甲午战争 依克唐阿 凤凰城 平壤 海军,周馥 袁世凯,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lx5lrlw7ce14dsbw&dataType=2,SD057637-253,中日甲午战争 借贷 凤凰城 吴宏洛 日本,周馥 ,1894,直隶按察使
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/gfm2sntlwybhuov6&dataType=2,SD057638-12,中日甲午战争 汉口轮船招商局 湖南 粮食 采办,吴大澂 ,1894,湖南巡抚
周馥、袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/k3oaff68x1fsbabd&dataType=2,SD057638-102,中日甲午战争 叶志超 李鸿章 章倅 铸币,周馥 袁世凯,1894,直隶按察使
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/y83huwlh3bha7peh&dataType=2,SD057638-112,中日甲午战争 凤凰城 广东 粮食 财务, 袁世凯,1894,
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/v2dhuylbo74dvxpw&dataType=2,SD057638-123,中日甲午战争 塘沽 天津府 湘军,吴大澂 ,1894,湖南巡抚
曹凤来、袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/t989986rak58nt1s&dataType=2,SD057638-124,中日甲午战争 公务 辽阳州,曹凤来 袁世凯,1894,
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/1gwacad2t9rugsem&dataType=2,SD057638-137,中日甲午战争 汪沛 粮食 芜湖县 采办,吴大澂 ,1894,湖南巡抚
鹿传霖致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wl1resx1cda2bfpm&dataType=2,SD057638-16,中日甲午战争 宋庆 李鸿章 枪 湖南, 鹿传霖,1894,陕西巡抚
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/veokrrzmsqab5oci&dataType=2,SD057638-152,中日甲午战争 广利轮 海琛轮 湖北 轮船,张之洞 ,1894,
李瀚章致翁箓卿电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/4kfwsdasmfe3rgyf&dataType=2,SD057638-23,中日甲午战争 九连城 依克唐阿 刘世俊 刘盛休,李瀚章 ,1894,广东巡抚
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5jo2x9zxoyso271w&dataType=2,SD057638-167,中日甲午战争 军需 宋庆 日本 袁世凯, 袁世凯,1894,
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/62jeit5upm811yke&dataType=2,SD057638-188,中日甲午战争 义州 九连城 京师 刘盛休,周馥 ,1894,直隶按察使
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yj2i51fufpot899j&dataType=2,SD057638-189,中日甲午战争 子弹 日本 朝鲜 长甸, 袁世凯,1894,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lsusj76iav9l3lce&dataType=2,SD057638-200,刘承德 子弹 宋庆 电线 迈山, 袁世凯,1894,
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ay6u3mpr9umeie8v&dataType=2,SD057638-53,李鸿章 江阴县 湘军 粮食 采办,吴大澂 ,1894,湖南巡抚
周馥、袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uqd57lzx4nnoirur&dataType=2,SD057638-34,军饷经费 粮食 经费 营口厅 采办,周馥 袁世凯,1894,直隶按察使
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lqtt2gyfe4axfw6t&dataType=2,SD057638-48,中日甲午战争 广利轮 海琛轮 湖北 湘军,张之洞 ,1894,
李瀚章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tokq222ai6e6zv4b&dataType=2,SD057638-55,中日甲午战争 天津府 张绍臣 日本 江阴县,李瀚章 ,1894,广东巡抚
鹿传霖致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7ucw2r9uok11gwkb&dataType=2,SD057638-70,中日甲午战争 军械 粮食 陕西, 鹿传霖,1894,陕西巡抚
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jbkdammapcb2vxf3&dataType=2,SD057638-98,天津府 安徽 税务 粮食 芜湖县,吴大澂 ,1894,湖南巡抚
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/714ods7tk2gjzg4m&dataType=2,SD057638-73,中日甲午战争 台湾 塘沽 宋庆 渤海,周馥 ,1894,直隶按察使
周馥、袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/z4k9pcxyzvfoxw2c&dataType=2,SD057638-75,凤凰城 粮食 财务 运输,周馥 袁世凯,1894,直隶按察使
[李瀚章]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6rh6d339ttrp5vt5&dataType=2,SD057638-99,中日甲午战争 天津府 崇明县 江阴县 爱仁轮,[李瀚章] 李瀚章 ,1894,两广总督
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/12omhzav515z43uk&dataType=2,SD057638-222,中日甲午战争 日本 李宝贵 枪 沈能虎,吴大澂 ,1894,湖南巡抚
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2k6pf1apztbjrc3g&dataType=2,SD057638-204,中日甲午战争 军械 日本 王庆保 章樾, 袁世凯,1894,
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/bqatj646z1suna87&dataType=2,SD057638-216,中日甲午战争 叶志超 粮食 营口厅 辽阳州,周馥 ,1894,直隶按察使
吴大澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/p5mq8i3meyrnkkcu&dataType=2,SD057638-245,中日甲午战争 湘军 粮食 芜湖县,吴大澂 ,1894,湖南巡抚
裕禄致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/3frd3bcox1pbowij&dataType=2,SD057639-19,中日甲午战争 依克唐阿 凤凰城 摩天嶺 日本, 裕禄,1894,盛京将军
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7432hdvw8m4vbxhx&dataType=2,SD057638-253,人事 凤凰城 张毓澍 朱伯增,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8xe53jezbuatdh82&dataType=2,SD057638-263,中日甲午战争 制造 辽阳州,周馥 ,1894,直隶按察使
周馥致盛宣怀、顾元爵电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ayiz48eh9k7i1mow&dataType=2,SD057638-264,中日甲午战争 叶志超 子弹 宋庆 淮军,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8h5vmixu5claxcbv&dataType=2,SD057638-265,中日甲午战争 天津府 张文林 曹凤来 朱伯增,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ljmweevease84wak&dataType=2,SD057638-273,中日甲午战争 子弹 张文林 朱伯增 李毓森,周馥 ,1894,直隶按察使
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/9wonbm4r6og7yv3y&dataType=2,SD057638-286,中日甲午战争 凤凰城 宋庆 章程 粮食,周馥 ,1894,直隶按察使
